action|action_type|disaster_type_title|disaster_type_detail|doc_page|doc_path|doc_title|doc_publisher|date_added|context_geography|context_usertype|notes
Check for foundation and structural damage.|disaster recovery|flooding|After a Flood|22|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Check that all porch roofs and overhangs are supported.|disaster recovery|flooding|After a Flood|22|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
If you are unsure about the safety of your home, do not go inside.|disaster recovery|flooding|After a Flood|22|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Contact a qualified home inspector or structural engineer for advice.|disaster recovery|flooding|After a Flood|22|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Do not attempt to reconnect the electricity, natural gas, telephone or TV cable yourself.|disaster recovery|flooding|After a Flood|22|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Call your service provider for assistance.|disaster recovery|flooding|After a Flood|22|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Wear clothing that covers your skin along with appropriate personal protective equipment including:|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
If it is safe to do so, turn off the electricity at the main breaker or fuse box using a dry piece of wood.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
If you cannot, do not enter the space and contact your hydro company for assistance.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Do not use electrical appliances that are wet or may have been affected by flood water until a qualified electrician has inspected them.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Do not use anything requiring water in your home (e.g. toilets, showers, washing machine and sinks) until the flood water from your house has been removed.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Cleaning up a home that has experienced extensive water damage or has been flooded with sewage-contaminated waters may require a qualified flood damage restoration company.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Take measures to prevent further damage to your home and belongings:|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Depending on the extent of flooding to your property, you should consider having your septic system inspected by a licensed contractor prior to reuse.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Remove standing water.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Remove standing water with pumps or pails, a wet/dry vacuum and rags and/or towels.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
If you experience severe water levels in your basement, contact a professional damage restoration company to help drain the water slowly to prevent structural damage.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Make decisions about what to keep and what to throw away.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Remove as much as you can out of the rooms that were flooded as quickly as possible to help prevent water damage and mould.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Some belongings, especially those that are contaminated with sewage, or those that cannot be quickly dried and effectively cleaned, may not be salvageable.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Remove soaked and dirty building materials and debris, including wet insulation and drywall.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Quickly and thoroughly dry and dehumidify your home.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Ventilating the area with outdoor air and fans will help.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
A dehumidifier will work to remove moisture from the home.|disaster recovery|flooding|After a Flood|23|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Clean all surfaces and belongings.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Wipe or scrub away dirt and debris using a solution of unscented detergent and water.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Disinfect all surfaces and belongings.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Be sure they have already been thoroughly cleaned.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Use a disinfectant such as household bleach and carefully follow the directions for use on the product label.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Be sure to wear appropriate personal protective equipment and ventilate the area.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Items that have been contaminated by sewage or that have been wet for a long time and cannot be washed and disinfected should be discarded.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Carpets and upholstered furniture that can be salvaged may need to be professionally cleaned and dried.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
If these items are sewage-soaked, they should be discarded.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Wet drywall and insulation should be removed to allow studding to dry.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Washable clothes can be salvaged.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Salvage books, photographs and papers by slow, careful drying.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
A qualified service technician should verify the safety of any appliance that has been affected by flood water before it is used.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Thoroughly clean and disinfect appliances that can be salvaged.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Appliances that cannot be salvaged should be discarded.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Discard these items if they have been in contact with flood water.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
Store all valuable papers that have been damaged in a freezer until they are needed.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
After your clean-up, consult your lawyer to determine whether flood-damaged documents, or just the information in them, must be retained.|disaster recovery|flooding|After a Flood|24|Actions\A_Residential_Guide_to_Flood_Prevention_and_Recovery.pdf|A Residential Guide to Flood Prevention and Recovery|The city of Mississauga|2019-10-08|any|citizen|
